Completion time,time
Completion time,6524828
Completion time (no IO),6355430
Completion time,6532234
Completion time (no IO),6360515
Completion time,6675612
Completion time (no IO),6476064
Completion time,6648301
Completion time (no IO),6450692
Completion time,6679314
Completion time (no IO),6504697
