Number of threads, time
32,164202
32,159390
32,131308
32,166660
32,158768
32,165822
32,128247
32,170082
32,124521
32,161708
32,117301
32,73491
32,75113
32,115368
32,69607
32,107683
32,99609
34,89485
34,102834
34,106255
34,105470
34,104718
34,103376
34,117064
34,121090
34,120282
34,119982
34,123289
34,123367
34,123384
34,123683
34,75594
34,123826
34,115530
34,123723
34,82818
34,75699
34,76735
34,115807
34,76906
34,76887
34,116304
34,109029
34,64190
34,103467
34,65188
34,75342
34,69217
34,98945
34,94175
34,85498
36,125193
36,124058
36,132976
36,133357
36,136652
36,137090
36,141982
36,144867
36,143690
36,146203
36,145337
36,138122
36,142897
36,144527
36,151227
36,140275
36,144113
36,142426
36,147503
36,135080
36,146143
36,133001
36,135566
36,126196
36,119170
36,114721
36,63311
36,112527
36,104954
36,68612
36,71204
36,96187
36,61899
36,62987
36,93916
36,84299
38,120619
38,126092
38,128442
38,128400
38,129549
38,132980
38,139445
38,134883
38,136308
38,136706
38,141310
38,134875
38,139289
38,136252
38,143373
38,141444
38,140443
38,129919
38,155331
38,151005
38,157603
38,127194
38,115366
38,114264
38,138119
38,111157
38,63639
38,108957
38,61197
38,63553
38,62833
38,104193
38,91312
38,58112
38,57786
38,67396
38,75938
38,89697
40,117126
40,120470
40,122872
40,124751
40,128401
40,130879
40,133973
40,136788
40,135325
40,139646
40,139173
40,136245
40,140862
40,139868
40,138061
40,137557
40,140002
40,136735
40,146206
40,146455
40,143061
40,132424
40,129246
40,121445
40,131090
40,120115
40,114722
40,64490
40,63098
40,66303
40,62403
40,79783
40,113234
40,104905
40,55106
40,60563
40,98498
40,61633
40,95670
40,80630
42,116057
42,121526
42,119016
42,123135
42,124213
42,125601
42,125832
42,128757
42,131235
42,133507
42,135082
42,135792
42,140301
42,138980
42,130908
42,138060
42,136347
42,135255
42,137772
42,137325
42,131713
42,125927
42,148577
42,123907
42,120794
42,62202
42,123611
42,115285
42,64580
42,62838
42,65591
42,68278
42,61703
42,111325
42,61337
42,123230
42,63717
42,65443
42,62317
42,109907
42,100791
42,89444
44,114377
44,117306
44,120734
44,131230
44,131558
44,131425
44,135048
44,140517
44,138653
44,136888
44,135733
44,131027
44,135824
44,133304
44,134023
44,150490
44,141391
44,129437
44,143549
44,130560
44,154816
44,129652
44,158535
44,125916
44,122596
44,167908
44,167822
44,61047
44,122304
44,61122
44,74770
44,119413
44,71762
44,82884
44,114892
44,134212
44,74566
44,61224
44,66236
44,100572
44,66719
44,113246
44,93444
44,84379
46,92577
46,98647
46,101092
46,99911
46,100997
46,106852
46,114424
46,120088
46,138614
46,137113
46,123673
46,119655
46,132664
46,133575
46,138755
46,144242
46,149934
46,152257
46,151728
46,120630
46,127903
46,133801
46,154265
46,152686
46,151455
46,123040
46,73915
46,64797
46,67038
46,69611
46,167519
46,119456
46,63414
46,88240
46,117638
46,66214
46,135049
46,111398
46,51057
46,62540
46,99450
46,54900
46,113211
46,81196
46,96438
46,81315
48,107939
48,112119
48,110711
48,111582
48,122715
48,121447
48,125332
48,127193
48,123516
48,126238
48,135597
48,126816
48,127357
48,123513
48,125562
48,126950
48,130858
48,129923
48,129110
48,127942
48,121247
48,111036
48,109852
48,112238
48,139947
48,59574
48,115942
48,68532
48,115295
48,71903
48,60418
48,112193
48,62869
48,75051
48,107527
48,63922
48,63633
48,70620
48,58343
48,60315
48,61312
48,72746
48,61765
48,101129
48,72099
48,87525
48,112742
48,75511
50,105104
50,107402
50,110012
50,113024
50,113893
50,119344
50,124113
50,123115
50,124254
50,123622
50,122243
50,126819
50,127071
50,129498
50,129500
50,129442
50,127246
50,125459
50,127514
50,135107
50,122182
50,124961
50,118266
50,48664
50,115523
50,55892
50,123791
50,53610
50,58598
50,58683
50,124628
50,109568
50,74675
50,120517
50,110276
50,58082
50,56438
50,59471
50,64001
50,62773
50,108982
50,65761
50,57953
50,60088
50,56965
50,66869
50,60224
50,90819
50,105209
50,85043
52,113897
52,115658
52,120147
52,120112
52,120133
52,123714
52,127417
52,127250
52,129242
52,130254
52,134050
52,133364
52,136346
52,132668
52,130157
52,127218
52,130425
52,134409
52,132424
52,133725
52,131977
52,130705
52,126274
52,122389
52,115281
52,113781
52,112729
52,109776
52,45446
52,65917
52,110707
52,77371
52,63422
52,65802
52,67996
52,67704
52,54978
52,57664
52,62573
52,66087
52,58930
52,62909
52,121020
52,61273
52,63307
52,104055
52,138468
52,58740
52,61024
52,117145
52,80546
52,97692
54,106122
54,108368
54,112752
54,112418
54,114238
54,116390
54,120525
54,120271
54,119883
54,123916
54,120744
54,118856
54,120798
54,118926
54,123809
54,122629
54,125582
54,124951
54,118289
54,134695
54,134696
54,106381
54,117533
54,145539
54,109227
54,106043
54,103996
54,56108
54,104768
54,54933
54,56517
54,54842
54,104737
54,59771
54,54010
54,53954
54,102529
54,59526
54,80708
54,67454
54,65858
54,61924
54,66286
54,58404
54,85745
54,53777
54,53231
54,58484
54,56333
54,59041
54,60311
54,111715
54,103431
54,78473
56,108774
56,113662
56,111892
56,113848
56,115213
56,116250
56,117283
56,119246
56,126456
56,117305
56,124406
56,125644
56,129964
56,122275
56,125942
56,129828
56,128111
56,127009
56,132021
56,122848
56,137656
56,119923
56,136378
56,114199
56,52168
56,128934
56,109391
56,50480
56,51481
56,51194
56,123075
56,63560
56,137161
56,120775
56,67487
56,108075
56,72370
56,58593
56,58756
56,54581
56,54192
56,61027
56,68209
56,59250
56,58847
56,68015
56,127944
56,104516
56,66176
56,69676
56,64162
56,56396
56,97130
56,64348
56,116790
56,89157
58,61703
58,62862
58,66495
58,67417
58,69315
58,70062
58,73301
58,73594
58,76899
58,76005
58,74971
58,73915
58,85624
58,76339
58,92898
58,90463
58,79334
58,79203
58,100951
58,98093
58,79024
58,101079
58,87479
58,58557
58,58395
58,79609
58,119730
58,60570
58,77482
58,56326
58,85366
58,65854
58,55071
58,58585
58,76764
58,52389
58,66688
58,52457
58,52351
58,58081
58,75562
58,55086
58,65057
58,71734
58,63837
58,66507
58,41013
58,49842
58,49262
58,58209
58,41742
58,61793
58,44518
58,70694
58,47863
58,49014
58,48853
58,59409
60,72721
60,75522
60,75249
60,75703
60,77501
60,77105
60,81159
60,82688
60,83984
60,82949
60,84491
60,85163
60,89055
60,81640
60,84844
60,89257
60,85090
60,87693
60,84979
60,83817
60,90812
60,81782
60,95390
60,79285
60,83238
60,78094
60,75711
60,54126
60,78191
60,54170
60,59748
60,76194
60,52728
60,52211
60,55006
60,57314
60,50039
60,71146
60,50582
60,50924
60,70806
60,49634
60,51054
60,48548
60,47257
60,54514
60,49224
60,68218
60,50853
60,65922
60,53382
60,58997
60,89306
60,59459
60,40431
60,49704
60,72171
60,64561
60,60843
60,49463
62,74684
62,75309
62,76879
62,78425
62,80818
62,82508
62,82371
62,82264
62,87875
62,87641
62,95150
62,93930
62,96674
62,82700
62,94399
62,90212
62,97369
62,96822
62,101354
62,84617
62,74809
62,101915
62,77225
62,87926
62,74343
62,76484
62,46217
62,47311
62,52672
62,76998
62,88618
62,61557
62,53394
62,52630
62,57392
62,74278
62,51393
62,59042
62,54288
62,51657
62,50535
62,51869
62,64269
62,53799
62,49728
62,57080
62,68652
62,48356
62,49667
62,44247
62,77933
62,94483
62,58238
62,47438
62,39261
62,58528
62,52482
62,74602
62,35830
62,59655
62,48718
62,61036
64,72679
64,73434
64,78892
64,78519
64,79746
64,82650
64,85880
64,90679
64,91034
64,95543
64,99590
64,98274
64,98970
64,92691
64,98684
64,105735
64,102682
64,107358
64,104219
64,106357
64,111620
64,99026
64,112435
64,82356
64,99033
64,94350
64,121446
64,50275
64,87938
64,56527
64,79556
64,60296
64,57444
64,108767
64,88616
64,62291
64,57724
64,75354
64,49857
64,48020
64,58462
64,59103
64,69623
64,55124
64,52684
64,64104
64,96232
64,45720
64,53087
64,91418
64,116267
64,72973
64,48655
64,55812
64,57445
64,40016
64,61624
64,51612
64,85638
64,44159
64,71340
64,55728
64,66289
64,63046
