Completion time,time
Completion time,645607
Completion time (no IO),627471
Completion time,677856
Completion time (no IO),657630
Completion time,651062
Completion time (no IO),632918
Completion time,633279
Completion time (no IO),614879
Completion time,630350
Completion time (no IO),611773
